donor_id,name,age,gender,blood_type,location,latitude,longitude,last_donation_date,availability_status,health_conditions,contact_number,donation_frequency,responsiveness_score,base_availability_score
DON_000337,Donor_337,27,Male,B+,"Chennai, India",13.091307246772402,80.25266110873991,2025-01-20,Unavailable,Cancer,+91-9486438403,2,0.33107565961633123,0.3
DON_000338,Donor_338,37,Female,B+,"Mumbai, India",19.067548713891735,72.88174212865277,2025-07-04,Unavailable,None,+91-9553440342,1,0.8484401338893386,0.0
DON_000339,Donor_339,43,Male,A+,"Hyderabad, India",17.36757778307365,78.48123958201184,2024-12-01,Available,None,+91-7170689150,4,0.38637772437579887,1.0
DON_000340,Donor_340,21,Female,AB+,"Mumbai, India",19.077761898225027,72.87363757551131,2025-08-01,Unavailable,None,+91-9660223333,3,0.49593406869100015,0.0
DON_000341,Donor_341,27,Male,B-,"Bangalore, India",12.974808765111847,77.59295439030377,2024-09-30,Unavailable,Diabetes,+91-7352116052,0,0.189648690733477,0.3
DON_000342,Donor_342,44,Female,A-,"Mumbai, India",19.075283531141885,72.88310908518561,2024-10-14,Available,None,+91-8800557283,1,0.695053381898816,1.0
DON_000343,Donor_343,45,Male,O+,"Delhi, India",28.7166540360946,77.11195869643684,2025-04-29,Unavailable,Hepatitis,+91-9823396242,2,0.906060805446251,0.3
DON_000344,Donor_344,24,Male,A+,"Mumbai, India",19.082958638390938,72.88080858190796,2025-03-10,Unavailable,Anemia,+91-9506853388,3,0.3599209720349292,0.3
DON_000345,Donor_345,18,Male,O+,"Hyderabad, India",17.387004515043404,78.48350830085397,2024-10-15,Unavailable,Diabetes,+91-9427631155,0,0.27557316616078414,0.3
DON_000346,Donor_346,19,Male,O+,"Mumbai, India",19.0788872800301,72.88864671636381,2025-03-14,Unavailable,Hypertension,+91-9245334677,0,0.35421466568851684,0.3
DON_000347,Donor_347,18,Male,O+,"Chennai, India",13.071235996932822,80.27535773318492,2025-02-25,Available,None,+91-8358798143,2,0.3812269911023525,1.0
DON_000348,Donor_348,57,Female,A+,"Hyderabad, India",17.380386277852534,78.47824846041574,2025-08-10,Unavailable,Diabetes,+91-8119980130,3,0.6845296712023531,0.0
DON_000349,Donor_349,41,Male,B+,"Hyderabad, India",17.39966873290155,78.4920928045088,2025-07-09,Unavailable,None,+91-7877286584,3,0.16300006610882684,0.0
DON_000350,Donor_350,28,Male,A-,"Delhi, India",28.706756169931726,77.10200795083827,2025-06-19,Available,None,+91-9876451163,2,0.07910915624597396,1.0
DON_000351,Donor_351,40,Female,A+,"Delhi, India",28.692664405402347,77.10791645687851,2025-07-14,Unavailable,None,+91-8349409434,0,0.7666995904085974,0.0
DON_000352,Donor_352,51,Male,A+,"Chennai, India",13.092152115346115,80.28160484724908,2025-02-23,Available,None,+91-8025148381,0,0.21258903592244122,1.0
DON_000353,Donor_353,49,Female,A-,"Chennai, India",13.065476566431302,80.25136709928334,2025-07-01,Unavailable,Hypertension,+91-8140805649,0,0.5075602381242277,0.0
DON_000354,Donor_354,47,Female,B-,"Mumbai, India",19.08320772084838,72.88642824351007,2024-08-12,Unavailable,Diabetes,+91-8699887270,1,0.30080342405116056,0.3
DON_000355,Donor_355,23,Male,B+,"Bangalore, India",12.979518593103881,77.588893595698,2025-07-23,Unavailable,Hypertension,+91-7562117925,2,0.2778974973810403,0.0
DON_000356,Donor_356,45,Female,B-,"Bangalore, India",12.965755447081497,77.59205896545964,2024-11-08,Available,None,+91-9884887548,3,0.15258584785250667,1.0
DON_000357,Donor_357,27,Female,A+,"Delhi, India",28.721860872803802,77.0978922498627,2025-07-19,Unavailable,Cancer,+91-9772404776,2,0.6013473812051502,0.0
DON_000358,Donor_358,25,Male,A+,"Mumbai, India",19.08537477492507,72.86606142282241,2025-06-01,Available,None,+91-8288477634,4,0.6384550903099248,1.0
DON_000359,Donor_359,56,Male,O+,"Mumbai, India",19.073343781782196,72.88806515583505,2024-08-13,Available,None,+91-8963764597,2,0.2331810993100086,1.0
DON_000360,Donor_360,28,Male,O+,"Bangalore, India",12.988862265456357,77.60131698183821,2025-05-03,Available,None,+91-8357970698,0,0.6635805632664521,1.0
DON_000361,Donor_361,28,Male,O+,"Mumbai, India",19.08123223185737,72.86549679310056,2025-02-23,Unavailable,Hypertension,+91-7311570307,1,0.4250249255973255,0.3
DON_000362,Donor_362,18,Male,B-,"Hyderabad, India",17.40715544616205,78.49226735838836,2025-05-05,Unavailable,Diabetes,+91-7040009587,2,0.5860520310455605,0.3
DON_000363,Donor_363,22,Male,O+,"Bangalore, India",12.975606918370858,77.58603830159338,2025-05-06,Unavailable,Diabetes,+91-8968321319,1,0.48641205505342716,0.3
DON_000364,Donor_364,35,Female,A+,"Delhi, India",28.71271436525633,77.1050131664824,2025-03-15,Available,None,+91-9667858669,2,0.8077074474528675,1.0
DON_000365,Donor_365,32,Male,A-,"Delhi, India",28.699270901605395,77.08978588817827,2024-12-26,Available,None,+91-9418039268,1,0.7141722495994907,1.0
DON_000366,Donor_366,20,Male,A+,"Hyderabad, India",17.381015638406513,78.49913312224845,2025-07-23,Unavailable,None,+91-7429416213,2,0.10635116822061244,0.0
DON_000367,Donor_367,33,Female,B+,"Hyderabad, India",17.3926924563956,78.5105837199287,2024-06-17,Available,None,+91-7314652384,3,0.6913334917331674,1.0
DON_000368,Donor_368,49,Female,O+,"Kolkata, India",22.572862047527742,88.36086435674734,2025-08-12,Unavailable,None,+91-9309122187,0,0.6053928844694323,0.0
DON_000369,Donor_369,34,Male,A+,"Bangalore, India",12.963691182083055,77.59494008096227,2024-12-03,Available,None,+91-7915490795,1,0.39039027962927614,1.0
DON_000370,Donor_370,18,Female,AB+,"Kolkata, India",22.573578132930933,88.36974683281917,2025-04-17,Available,None,+91-9172758220,1,0.7791848405319048,1.0
DON_000371,Donor_371,30,Male,A+,"Mumbai, India",19.078611768069745,72.88793200973349,2025-02-26,Available,None,+91-8139027119,2,0.8041333800048257,1.0
DON_000372,Donor_372,32,Male,A+,"Chennai, India",13.079308697290722,80.28236784993204,2025-07-31,Unavailable,None,+91-7568896616,5,0.4464676821890726,0.0
DON_000373,Donor_373,33,Male,O+,"Chennai, India",13.085342682716457,80.25178096098747,2025-04-23,Available,None,+91-8498981529,0,0.09609947566400007,1.0
DON_000374,Donor_374,30,Male,B+,"Bangalore, India",12.985873053642893,77.59040565247341,2025-03-29,Available,None,+91-7295456419,3,0.7994123863868673,1.0
DON_000375,Donor_375,44,Male,A+,"Mumbai, India",19.075373517778782,72.88011240248407,2024-09-10,Available,None,+91-8049193572,3,0.5051759053473565,1.0
DON_000376,Donor_376,36,Male,A+,"Chennai, India",13.08889738784703,80.26259511417628,2023-05-30,Available,None,+91-8587106770,1,0.534468889125763,1.0
DON_000377,Donor_377,29,Male,B+,"Chennai, India",13.081136368625636,80.28473535331955,2025-04-03,Available,None,+91-8224011538,0,0.6496133260556349,1.0
DON_000378,Donor_378,25,Female,AB+,"Mumbai, India",19.085488130964716,72.87493977351446,2025-04-13,Available,None,+91-7677517496,4,0.3016721968575509,1.0
DON_000379,Donor_379,38,Male,O+,"Delhi, India",28.73004310184774,77.11387539013151,2025-06-29,Unavailable,None,+91-8881988384,2,0.36355503301650716,0.0
DON_000380,Donor_380,29,Male,A+,"Mumbai, India",19.085678260240254,72.88215104254833,2025-07-29,Unavailable,Tuberculosis,+91-9333103372,0,0.5428187391633205,0.0
DON_000381,Donor_381,25,Female,AB+,"Kolkata, India",22.565666892544108,88.36644341509299,2025-01-21,Available,None,+91-8299301222,2,0.6221110449740154,1.0
DON_000382,Donor_382,22,Male,B+,"Mumbai, India",19.072267317540586,72.86868504893106,2025-05-20,Available,None,+91-9627135980,2,0.31186593200110213,1.0
DON_000383,Donor_383,42,Male,O+,"Bangalore, India",12.980505221776456,77.59825909337914,2025-07-28,Unavailable,Cancer,+91-9808806886,4,0.66606334590616,0.0
DON_000384,Donor_384,36,Female,A+,"Bangalore, India",12.961527501415441,77.6055654711823,2025-07-19,Unavailable,Hypertension,+91-9271782991,1,0.40713641900060815,0.0
DON_000385,Donor_385,18,Female,A+,"Hyderabad, India",17.371073512422168,78.49953379165046,2025-07-08,Unavailable,None,+91-7033599984,1,0.571187864080642,0.0
DON_000386,Donor_386,61,Female,O+,"Delhi, India",28.714700897399087,77.09115719546854,2024-09-20,Available,None,+91-9868450609,4,0.7240960040624627,1.0
DON_000387,Donor_387,33,Male,B-,"Delhi, India",28.71938747850541,77.1016895403528,2024-08-21,Unavailable,Anemia,+91-9381998678,1,0.16867629948353494,0.3
DON_000388,Donor_388,22,Male,B+,"Bangalore, India",12.974409633211652,77.59238957536463,2024-10-27,Available,None,+91-8285821930,2,0.08087529113964691,1.0
DON_000389,Donor_389,35,Female,B+,"Bangalore, India",12.978714105794655,77.62572910201044,2025-06-01,Available,None,+91-9849232839,2,0.3728865168212061,1.0
DON_000390,Donor_390,44,Male,O+,"Delhi, India",28.706948252786237,77.10258783654899,2025-06-21,Available,None,+91-7444900634,4,0.3131693154950228,1.0
DON_000391,Donor_391,32,Male,B+,"Kolkata, India",22.554338141505834,88.37437351742453,2023-12-08,Available,None,+91-7576775951,3,0.19413944779346104,1.0
DON_000392,Donor_392,35,Female,A+,"Delhi, India",28.713114965331428,77.12435094895037,2024-04-14,Unavailable,HIV/AIDS,+91-8135872495,1,0.2045921917052307,0.3
DON_000393,Donor_393,26,Male,A+,"Delhi, India",28.711390636450023,77.10601165467628,2025-03-24,Available,None,+91-7495762348,4,0.09244800418143927,1.0
DON_000394,Donor_394,39,Male,O-,"Delhi, India",28.714569117944883,77.08347930351454,2025-06-14,Available,None,+91-7459716009,1,0.5070866922053896,1.0
DON_000395,Donor_395,20,Female,A+,"Bangalore, India",12.98049541231169,77.59660845093116,2023-06-11,Available,None,+91-9376077463,0,0.5763901812366439,1.0
DON_000396,Donor_396,36,Female,B+,"Chennai, India",13.092262950020915,80.29394673305853,2025-03-25,Available,None,+91-7667643690,0,0.7376807642592685,1.0
DON_000397,Donor_397,34,Male,B+,"Hyderabad, India",17.383973313914343,78.49559153824788,2022-10-19,Available,None,+91-8169726681,2,0.6861406320191982,1.0
DON_000398,Donor_398,21,Female,O+,"Hyderabad, India",17.38900235855527,78.48871652905129,2025-08-10,Unavailable,None,+91-8210133979,0,0.5845029033063914,0.0
DON_000399,Donor_399,22,Male,O+,"Bangalore, India",12.971475867804745,77.61133363946152,2025-04-24,Available,None,+91-9597724331,0,0.3949230081916046,1.0
DON_000400,Donor_400,27,Female,O+,"Delhi, India",28.70136270747833,77.10235729647052,2025-07-07,Unavailable,Tuberculosis,+91-7904647469,0,0.4620555931359446,0.0
DON_000401,Donor_401,36,Female,A+,"Mumbai, India",19.070419136498632,72.87195899324716,2024-11-19,Unavailable,Hypertension,+91-8472659626,2,0.6084269282987006,0.3
DON_000402,Donor_402,41,Male,AB-,"Mumbai, India",19.098758254276476,72.86917775357003,2024-09-30,Available,None,+91-7874443787,4,0.5176240674287255,1.0
DON_000403,Donor_403,41,Female,O+,"Bangalore, India",12.950853599624537,77.58578575093833,2025-08-04,Unavailable,None,+91-9952777682,1,0.3440900888528161,0.0
DON_000404,Donor_404,51,Male,A+,"Kolkata, India",22.55958412017197,88.34536981517103,2025-07-02,Unavailable,None,+91-9724031273,1,0.6344353524174821,0.0
DON_000405,Donor_405,33,Male,O-,"Mumbai, India",19.07813808793941,72.8696809079555,2025-01-12,Unavailable,Hepatitis,+91-8133802214,1,0.577484891852713,0.3
DON_000406,Donor_406,18,Male,O+,"Chennai, India",13.106517135317326,80.27897236107658,2025-05-04,Available,None,+91-9170715377,3,0.5388985333656218,1.0
DON_000407,Donor_407,48,Male,O+,"Mumbai, India",19.0709299134073,72.87800747583088,2025-04-04,Unavailable,Hepatitis,+91-9098228320,3,0.3458550187729949,0.3
DON_000408,Donor_408,18,Female,O+,"Delhi, India",28.708085640658922,77.09380567251964,2025-04-23,Available,None,+91-8078557553,2,0.31482853870122035,1.0
DON_000409,Donor_409,61,Male,B-,"Bangalore, India",12.97583889482444,77.59059084806456,2025-08-04,Unavailable,None,+91-7218179599,4,0.4288014120170161,0.0
DON_000410,Donor_410,44,Male,O+,"Delhi, India",28.708712304935865,77.1053886494702,2025-06-29,Unavailable,None,+91-7396418889,0,0.9011040991354993,0.0
DON_000411,Donor_411,25,Female,O+,"Mumbai, India",19.085681026637765,72.89060758424122,2025-06-05,Unavailable,Hypertension,+91-9724230947,1,0.6281279238896362,0.3
DON_000412,Donor_412,65,Female,O+,"Hyderabad, India",17.37858918733462,78.49329054343913,2025-06-15,Available,None,+91-8819244083,0,0.4381252086305975,1.0
DON_000413,Donor_413,47,Male,A+,"Chennai, India",13.064019981133294,80.27149573534943,2025-06-02,Unavailable,Hypertension,+91-8188332531,2,0.6782942558150676,0.3
DON_000414,Donor_414,44,Female,O-,"Mumbai, India",19.095072978364264,72.86333908487465,2025-07-04,Unavailable,Diabetes,+91-7189351213,3,0.23346061548570915,0.0
DON_000415,Donor_415,31,Male,A-,"Hyderabad, India",17.387103030402223,78.47060479016919,2025-05-02,Available,None,+91-7015228622,2,0.2145724408791379,1.0
DON_000416,Donor_416,26,Male,O+,"Mumbai, India",19.08035078338186,72.87464529970752,2025-08-20,Unavailable,None,+91-8432614422,4,0.5008005346895064,0.0
DON_000417,Donor_417,26,Female,A+,"Mumbai, India",19.040179373925124,72.8838377085579,2025-05-11,Available,None,+91-7561866144,3,0.3289227843319162,1.0
DON_000418,Donor_418,39,Female,AB+,"Hyderabad, India",17.3820736937967,78.48479759155586,2025-03-30,Unavailable,Hypertension,+91-9736381108,1,0.5616994197336613,0.3
DON_000419,Donor_419,18,Male,AB+,"Chennai, India",13.087016316296378,80.27809675468119,2025-05-12,Available,None,+91-8125089309,2,0.27985546849596493,1.0
DON_000420,Donor_420,65,Female,A-,"Mumbai, India",19.072000179721712,72.86739857734777,2024-10-25,Available,None,+91-7693989311,2,0.6892709539998935,1.0
DON_000421,Donor_421,22,Female,B-,"Mumbai, India",19.07761698526705,72.88862102961019,2025-07-28,Unavailable,None,+91-8897669065,2,0.7060421596012927,0.0
DON_000422,Donor_422,18,Male,B-,"Bangalore, India",12.976943648986364,77.59551093606255,2025-08-07,Unavailable,HIV/AIDS,+91-9369449369,1,0.09582341962188437,0.0
DON_000423,Donor_423,24,Female,B+,"Hyderabad, India",17.37453920984147,78.48099685932213,2025-05-10,Available,None,+91-8836901321,2,0.6321262925007476,1.0
DON_000424,Donor_424,20,Male,B+,"Delhi, India",28.705170574529923,77.09904853118863,2024-07-01,Unavailable,Hepatitis,+91-9409076656,4,0.7634212100467108,0.3
DON_000425,Donor_425,43,Female,B+,"Delhi, India",28.701881117287076,77.10930383738425,2023-10-05,Available,None,+91-7041531046,1,0.25891537276136695,1.0
DON_000426,Donor_426,33,Male,O+,"Bangalore, India",12.971234100256572,77.60119649998083,2025-03-01,Available,None,+91-7480494664,3,0.42353017186905667,1.0
DON_000427,Donor_427,48,Male,O+,"Hyderabad, India",17.388854730704573,78.48500147642322,2024-08-22,Available,None,+91-7323169889,0,0.4500556031212294,1.0
DON_000428,Donor_428,54,Male,O+,"Hyderabad, India",17.38088975063497,78.49691622984074,2025-06-01,Available,None,+91-9967906665,4,0.4470668424177904,1.0
DON_000429,Donor_429,30,Male,A+,"Mumbai, India",19.0766190810403,72.87286382860445,2025-05-17,Available,None,+91-7640183291,4,0.68339646000571,1.0
DON_000430,Donor_430,45,Male,B+,"Mumbai, India",19.071797313944092,72.87880723434186,2025-08-15,Unavailable,Malaria,+91-9343292475,1,0.6326919436157507,0.0
DON_000431,Donor_431,40,Female,B+,"Delhi, India",28.71272402288759,77.11368632334155,2025-04-05,Available,None,+91-7154739678,1,0.5454063608273803,1.0
DON_000432,Donor_432,35,Male,O+,"Delhi, India",28.710573326855137,77.08622114061045,2024-12-16,Available,None,+91-8585770584,5,0.4718432516903947,1.0
DON_000433,Donor_433,18,Female,O+,"Delhi, India",28.714647778142766,77.10213978964246,2025-04-04,Available,None,+91-9501859536,3,0.8306570492550834,1.0
DON_000434,Donor_434,44,Male,B+,"Mumbai, India",19.07066909597984,72.87292147603965,2024-11-01,Available,None,+91-9373077218,6,0.5099426805747982,1.0
DON_000435,Donor_435,21,Male,A+,"Mumbai, India",19.060797339191055,72.88718084387436,2025-04-16,Available,None,+91-7636057975,4,0.21471627083396752,1.0
DON_000436,Donor_436,37,Male,B+,"Bangalore, India",12.976189940016743,77.59946168597966,2024-09-30,Available,None,+91-8845919895,2,0.5692804434259218,1.0
DON_000437,Donor_437,31,Male,A+,"Hyderabad, India",17.39538606069209,78.487631583377,2025-05-18,Available,None,+91-7547374338,3,0.3417393089204338,1.0
DON_000438,Donor_438,28,Male,O+,"Delhi, India",28.708080947793533,77.094391060638,2024-03-16,Available,None,+91-7179653598,2,0.024825214153905196,1.0
DON_000439,Donor_439,39,Female,O+,"Chennai, India",13.09056406211996,80.26510453714711,2025-06-26,Unavailable,Hepatitis,+91-8323959527,2,0.8999141944382935,0.0
DON_000440,Donor_440,18,Male,B+,"Chennai, India",13.07974497710467,80.28080274586837,2025-05-17,Available,None,+91-8566166314,2,0.9315698010087418,1.0
DON_000441,Donor_441,34,Male,A+,"Mumbai, India",19.058697372695157,72.89103885745502,2025-04-26,Unavailable,Heart Disease,+91-7171347175,2,0.728376573049525,0.3
DON_000442,Donor_442,64,Male,B+,"Bangalore, India",12.968181781797538,77.58883398223257,2025-07-17,Unavailable,Hypertension,+91-8536778950,1,0.7070093421660413,0.0
DON_000443,Donor_443,26,Male,B+,"Chennai, India",13.077265268927466,80.2669343337851,2025-05-03,Available,None,+91-7902271852,2,0.38865685416138557,1.0
DON_000444,Donor_444,42,Female,O-,"Mumbai, India",19.069961410687633,72.90121771838973,2024-03-08,Available,None,+91-9929454134,0,0.4257372750566464,1.0
DON_000445,Donor_445,28,Female,A+,"Delhi, India",28.702764878771156,77.10393680445019,2024-10-16,Unavailable,HIV/AIDS,+91-8071722055,0,0.11104791980574683,0.3
DON_000446,Donor_446,39,Female,O+,"Hyderabad, India",17.402221550978084,78.4923748872113,2025-06-12,Available,None,+91-9864457210,0,0.6443885746976195,1.0
DON_000447,Donor_447,22,Male,AB+,"Mumbai, India",19.072208982516514,72.8848604574904,2025-07-13,Unavailable,None,+91-7441495235,2,0.4576163823702967,0.0
DON_000448,Donor_448,37,Female,B+,"Mumbai, India",19.075442660601066,72.87386125258669,2025-07-24,Unavailable,None,+91-8519038154,1,0.4112923626575606,0.0
DON_000449,Donor_449,37,Male,B+,"Mumbai, India",19.070813332803787,72.88623201545052,2023-10-01,Available,None,+91-9404681399,2,0.6867284706923714,1.0
DON_000450,Donor_450,35,Male,B+,"Mumbai, India",19.07435758014968,72.87195203582397,2023-05-26,Available,None,+91-8745377599,3,0.3066519431634169,1.0
DON_000451,Donor_451,27,Female,O+,"Bangalore, India",12.970530285301416,77.61402245594756,2025-07-08,Unavailable,Anemia,+91-9665720874,3,0.27609195312211615,0.0
DON_000452,Donor_452,18,Male,B+,"Chennai, India",13.084385134023336,80.2736523257504,2024-03-30,Available,None,+91-7663801533,0,0.777154895020766,1.0
DON_000453,Donor_453,32,Female,B+,"Bangalore, India",12.947246876682172,77.6014416320861,2024-09-13,Available,None,+91-8016779084,2,0.45077077679947897,1.0
DON_000454,Donor_454,25,Male,O+,"Kolkata, India",22.55585530539547,88.3462555182777,2025-03-25,Available,None,+91-7697939765,1,0.6537487298160923,1.0
DON_000455,Donor_455,38,Male,O+,"Hyderabad, India",17.391622033339463,78.47564374498286,2025-01-24,Available,None,+91-7760434128,0,0.3431859365398887,1.0
DON_000456,Donor_456,18,Male,O+,"Hyderabad, India",17.391276112125926,78.47288408281537,2025-04-23,Available,None,+91-8770791023,1,0.8768974642710222,1.0
DON_000457,Donor_457,18,Male,B+,"Mumbai, India",19.06942865037722,72.87072281096103,2025-06-15,Available,None,+91-7106456634,2,0.507549437600474,1.0
DON_000458,Donor_458,27,Female,O+,"Mumbai, India",19.065843717452818,72.8844229340804,2025-02-15,Available,None,+91-7770348179,2,0.403918554616135,1.0
DON_000459,Donor_459,18,Female,AB-,"Bangalore, India",12.982606639449216,77.59079186967854,2025-05-19,Available,None,+91-8426725702,1,0.6658948578455195,1.0
DON_000460,Donor_460,49,Male,AB+,"Mumbai, India",19.08660143818671,72.87586266725233,2024-08-17,Available,None,+91-8768294570,2,0.7580795799714742,1.0
DON_000461,Donor_461,21,Male,B+,"Chennai, India",13.078714930821176,80.27556171241466,2025-05-14,Unavailable,Tuberculosis,+91-9877229210,2,0.32511374399419285,0.3
DON_000462,Donor_462,41,Female,O+,"Mumbai, India",19.080032745630373,72.88516248539432,2025-03-27,Unavailable,Malaria,+91-8065870178,2,0.6096661987323017,0.3
DON_000463,Donor_463,26,Male,B+,"Bangalore, India",12.968679246983935,77.5905624463282,2025-03-26,Unavailable,Diabetes,+91-8145921803,2,0.6878632973473355,0.3
DON_000464,Donor_464,49,Female,AB+,"Delhi, India",28.69882314805583,77.10126863564648,2025-05-19,Available,None,+91-7683749521,1,0.37757030511114126,1.0
DON_000465,Donor_465,42,Female,B+,"Bangalore, India",12.978458578186086,77.57306269426209,2025-05-05,Available,None,+91-7464267175,4,0.6789275475852804,1.0
DON_000466,Donor_466,40,Male,O+,"Bangalore, India",12.975529135105482,77.59625489393123,2025-01-07,Unavailable,HIV/AIDS,+91-8643004186,3,0.14366851857410187,0.3
DON_000467,Donor_467,55,Male,O+,"Hyderabad, India",17.382150876521226,78.49310169636124,2024-12-31,Unavailable,Anemia,+91-7166320906,0,0.8568847015412816,0.3
DON_000468,Donor_468,22,Female,B+,"Mumbai, India",19.06762909866385,72.88869487025333,2025-06-14,Available,None,+91-9021598245,2,0.4086946260248051,1.0
DON_000469,Donor_469,32,Male,O+,"Chennai, India",13.079785105787467,80.25104444108524,2025-04-13,Available,None,+91-7955345537,4,0.6805530703462883,1.0
DON_000470,Donor_470,27,Male,O+,"Mumbai, India",19.081886354597962,72.8849834521307,2025-01-22,Available,None,+91-7857158768,1,0.3255712116323014,1.0
DON_000471,Donor_471,44,Female,B+,"Bangalore, India",12.975501539400135,77.59801215842492,2025-08-13,Unavailable,None,+91-8976987348,3,0.5345811650235606,0.0
DON_000472,Donor_472,53,Female,B+,"Bangalore, India",12.97921672186295,77.6028595415562,2025-03-18,Unavailable,Diabetes,+91-8501771491,1,0.7259635176075239,0.3
DON_000473,Donor_473,21,Female,O+,"Hyderabad, India",17.39836657357759,78.48725042557281,2025-06-28,Unavailable,None,+91-8310784794,4,0.5681986686933438,0.0
DON_000474,Donor_474,29,Female,B+,"Hyderabad, India",17.38337296298431,78.47798806969992,2025-08-14,Unavailable,None,+91-7977515194,1,0.5571038519689953,0.0
DON_000475,Donor_475,35,Male,O+,"Mumbai, India",19.068686753930514,72.86874645626341,2024-10-25,Available,None,+91-7957449367,2,0.5955699336218672,1.0
DON_000476,Donor_476,47,Male,A+,"Mumbai, India",19.067537867147124,72.8865323257531,2024-12-20,Available,None,+91-7101637979,1,0.2805406473736954,1.0
DON_000477,Donor_477,40,Male,B+,"Chennai, India",13.100866061635555,80.26267800591965,2025-02-08,Available,None,+91-9834820954,1,0.2361045329466605,1.0
DON_000478,Donor_478,21,Male,O+,"Delhi, India",28.704736490614966,77.09878220988477,2024-11-01,Unavailable,Anemia,+91-7829486135,2,0.3774645520299456,0.3
DON_000479,Donor_479,18,Male,A+,"Chennai, India",13.087184854541965,80.25587585858942,2025-08-20,Unavailable,Hepatitis,+91-8711398352,1,0.42035152873800175,0.0
DON_000480,Donor_480,30,Male,O+,"Kolkata, India",22.57098045183059,88.36828412699496,2024-06-21,Available,None,+91-8409874348,1,0.8237366703938473,1.0
DON_000481,Donor_481,24,Male,B+,"Mumbai, India",19.095529173824897,72.89085631862189,2024-08-09,Available,None,+91-8196591018,3,0.8670645936089699,1.0
DON_000482,Donor_482,33,Female,AB+,"Bangalore, India",12.96861179910971,77.59101755622092,2025-07-29,Unavailable,None,+91-7298159856,3,0.029375013265613044,0.0
DON_000483,Donor_483,28,Male,O+,"Hyderabad, India",17.366385155494445,78.48193448576781,2025-08-15,Unavailable,Malaria,+91-8198832728,4,0.08877090655286837,0.0
DON_000484,Donor_484,19,Male,B+,"Mumbai, India",19.068752315417544,72.86894639638916,2025-04-16,Unavailable,Hypertension,+91-8508161137,3,0.15690102772894443,0.3
DON_000485,Donor_485,29,Male,O-,"Delhi, India",28.70770441676293,77.12017024494396,2025-04-04,Available,None,+91-9755143093,0,0.8191597654030144,1.0
DON_000486,Donor_486,22,Female,O+,"Mumbai, India",19.070303010370743,72.87412172066558,2024-03-31,Available,None,+91-9187880715,3,0.4823793890628884,1.0
DON_000487,Donor_487,65,Male,B+,"Delhi, India",28.71183239986666,77.10401032909056,2025-02-17,Unavailable,HIV/AIDS,+91-8716605598,1,0.32962721835492775,0.3
DON_000488,Donor_488,27,Male,O-,"Bangalore, India",12.967567122080892,77.59544526983784,2025-02-02,Unavailable,Hypertension,+91-9918508077,1,0.3056749829875658,0.3
DON_000489,Donor_489,45,Female,A+,"Mumbai, India",19.08240960799203,72.86729801289044,2024-06-21,Available,None,+91-9303029031,2,0.6606436443331142,1.0
DON_000490,Donor_490,43,Male,AB+,"Chennai, India",13.080484003056151,80.25629018365476,2025-05-04,Unavailable,Hypertension,+91-8422277848,2,0.5538931680034104,0.3
DON_000491,Donor_491,46,Male,B-,"Bangalore, India",12.963736959468617,77.6056133016489,2025-05-31,Unavailable,Diabetes,+91-7118543408,2,0.37289312527559,0.3
DON_000492,Donor_492,43,Male,A+,"Delhi, India",28.698724230589992,77.11373039297632,2024-07-12,Available,None,+91-7495389030,3,0.7477504609820808,1.0
DON_000493,Donor_493,19,Male,AB+,"Mumbai, India",19.094075903221924,72.87626340470104,2025-06-25,Unavailable,Anemia,+91-8121910732,3,0.7035889602933149,0.3
DON_000494,Donor_494,33,Female,A+,"Hyderabad, India",17.384866671529636,78.48327293446387,2025-05-21,Available,None,+91-7766942939,1,0.6720226034928013,1.0
DON_000495,Donor_495,27,Male,B+,"Delhi, India",28.6810852828233,77.09882297673782,2024-12-26,Available,None,+91-9493613917,2,0.12727565037875835,1.0
DON_000496,Donor_496,29,Male,A+,"Chennai, India",13.069329248921122,80.26554829100908,2024-02-26,Unavailable,Diabetes,+91-8140169349,0,0.2455175882592105,0.3
DON_000497,Donor_497,33,Female,A+,"Mumbai, India",19.07716830174172,72.86484408999245,2025-04-20,Unavailable,Diabetes,+91-7164313410,2,0.26483442567746196,0.3
DON_000498,Donor_498,45,Male,A+,"Delhi, India",28.704548181971003,77.10783273602785,2025-08-20,Unavailable,None,+91-7465585404,4,0.8701522576544294,0.0
DON_000499,Donor_499,27,Female,A+,"Delhi, India",28.70547661940868,77.10822385232308,2024-02-25,Available,None,+91-9562254028,2,0.23758558064589716,1.0
DON_000500,Donor_500,24,Male,B+,"Chennai, India",13.087873372946838,80.26570386676379,2024-01-06,Available,None,+91-8866437132,2,0.42852099823302203,1.0
DON_000501,Donor_501,34,Male,A+,"Delhi, India",28.699487329495017,77.10284009254862,2025-07-03,Unavailable,Diabetes,+91-8484714820,0,0.831345743372632,0.0
DON_000502,Donor_502,43,Male,O-,"Delhi, India",28.70029236596138,77.08980534733988,2025-06-08,Available,None,+91-8347233823,1,0.14443912217471672,1.0
DON_000503,Donor_503,32,Female,O+,"Mumbai, India",19.07285309171212,72.90631136567634,2025-08-10,Unavailable,None,+91-8874297457,1,0.5992941603303227,0.0
DON_000504,Donor_504,38,Male,O+,"Chennai, India",13.08507761164595,80.26074052009217,2024-08-16,Available,None,+91-9603647189,0,0.31821985769046673,1.0
